Irrigation System - No,PV System owness - No,Significant Shade,ACH50 Calculation,Attic Insulation,Spend Time at Home - None,Distance From Neighbors - Zero,Programmable Thermostat - Yes,Reduce Energy Cost Willingness - Yes,Type of Home - Home
0.226489232,0.223425061,0.199010218,0.190849724,0.190004581,0.163573057,0.158003833,0.152668684,0.144754639,0.144038238
