,apparent_temperature,House_Volume_Cubic_Footage__c,residents_13_to_18,ACH50_Calculation__c,house_square_feet,Number_of_Bedrooms__c,irrigation_system_Yes,wind_bearing,humidity,Total_Window_Square_Footage_W__c,temperature,electric_ovenrange_number,Total_Window_Square_Footage_S__c,modify_routines_Yes,television_number,cloud_cover,Construction_Year__c,visibility,appliance_hairdryer_daily basis,Attic_Insulation_Secured__c
0,0.2160852015260455,0.11221364796073174,0.08272118383240379,0.07985875670890771,0.06571102436005762,0.06009986576850691,0.04578543746449085,0.04107314638050974,0.0393329096301859,0.036883107225043864,0.03562331297992674,0.02963552022694991,0.027197893984637175,0.023671157318163022,0.020665002948594385,0.019671405336320207,0.016810750208448032,0.011624685639704766,0.01052037038376449,0.009825927463869587
