apparent_temperature,House_Volume_Cubic_Footage__c,ACH50_Calculation__c,house_square_feet,Number_of_Bedrooms__c,temperature,electric_ovenrange_number,ceilingfan_number,electricvehicle_number,television_number,irrigation_system_Yes,visibility,appliance_hairdryer_daily basis,Total_Window_Square_Footage_W__c,precip_intensity,precip_probability,electric_ovenrange_number,Total_Window_Square_Footage_S__c,modify_routines_Yes,television_number,Conditioned_Square_Footage__c,tz_offset,temp_winter_weekend_hours,temp_winter_weekday_morning,Total_Window_Square_Footage_E__c,Total_Window_Square_Footage_N__c,temp_summer_sleeping_hours_hours,gas_clothesdryer_number,electronic_devices_dvr_number,Attic_Average_Insulation_Depth_in__c,temp_winter_sleeping_hours_hours,Attic_Floor_Square_Footage__c,ACH50_Calculation__c,house_num_rooms,programmable_thermostat_currently_programmed_I dont know,Total_Window_Square_Footage_NE__c,house_square_feet,ceiling_fans_count,electricvehicle_number,Total_Number_of_Windows__c,ceilingfan_number,temp_summer_weekend_hours,temp_summer_weekday_morning,residents_13_to_18,ac_comfortability,appliance_pond_garden_pump_rarely,appliance_toaster_daily basis,ac_floor_different_temperatures_The cooling is even- but not the heating is uneven,tv_hours,Number_of_Central_Gas_Heating_Systems__c,electronic_devices_cable_box_number,light_bulbs_cfl_CFL,Significant_Shade__c,refrigerator_number,residents_50_to_64,residents_35_to_49,electric_clothesdryer_number,sex_males,blinds_winter_Rarely or never,light_bulbs_halogen_Halogen,appliance_toaster_several times a week,residents_under_5,Distance_From_Neighbors__c_15,cooking_weekdays_times_Less than 1 hour,longitude,sex_females,External_Combustion_Air_to_Fireplace__c,Distance_From_Neighbors__c_10,Number_of_Weatherstripped_Exterior_Doors__c,thermostat_settings_Our preferences vary 3-5 degrees Fahrenheit,Total_Window_Square_Footage_NW__c,Total_Window_Square_Footage_SE__c,appliance_fan_daily basis,electronic_devices_game_system_number,pets_Yes,hvac_central_air_electric_furnace_Central air system with electric heating,ac_cooling_equally_first_warmer_Individual rooms on the first floor are warmer than others,heating_electric_resistance_Electric heat (electric resistance heated furnace),blinds_winter_Most days,latitude,appliance_iron_rarely,change_ac_filters_Every 4-6 months,Number_of_Bedrooms__c,Number_of_Exterior_Doors__c,reduce_energy_cost_Yes,vehicles_count,gas_waterheater_number,light_bulbs_led_LED,cooking_weekends_times_Less than 1 hour,appliance_hairdryer_several times a week,appliance_hairdryer_once or twice a week,cooking_weekdays_times_An hour or more,Number_of_Floors__c,cooking_weekends_times_An hour or more,light_bulbs_incandescent_Incandescent,gas_ovenrange_number,ac_cooling_evenly_Both; the cooling and heating are both even,appliance_electric_tools_once or twice a month,light_bulbs_fluorescent_Fluorescent,Front_Door_Orientation__c_W,thermostat_settings_We are generally in agreement,microwaveoven_number,appliance_blender_rarely,total_annual_income_$150-000 - $299-000,appliance_vacuum_once or twice a week,Radiant_Barrier__c,pets_No,appliance_electric_tools_rarely,toasteroven_number,appliance_hairdryer_rarely,electronic_devices_wifi_number,Total_Window_Square_Footage_SW__c,reduce_energy_cost_No,Fireplace_Damper_Operable__c,irrigation_system_No,thermostats_count,programmable_thermostat_currently_programmed_Yes,Fireplace__c,appliance_electric_lawn_rarely,appliance_blender_once or twice a month,water_heater_tankless_Yes,appliance_vacuum_once or twice a month,total_annual_income_$100-000 - $149-999,Fireplace_Vented_to_Outside__c,education_level_Postgraduate degree,hvac_central_air_gas_furnace_Split system with gas furnace,blinds_winter_Some days,retrofits_No,retrofits_Yes,education_level_College graduate,spend_time_at_home_none_none,change_ac_filters_Every 2-3 months,appliance_electric_lawn_once or twice a month,Distance_From_Neighbors__c_0,change_ac_filters_Every 6-12 months,Front_Door_Orientation__c_N,Front_Door_Orientation__c_E,appliance_battery_charger_daily basis,Distance_From_Neighbors__c_>= 20,sprinklersystem_number,Number_of_Central_Heat_Pumps__c,heating_gas_Gas heat (gas furnace),ac_cooling_equally_second_warmer_Neither; the cooling and heating are both uneven,irrigation_system_Yes,compressors_count,Front_Door_Orientation__c_S,appliance_iron_once or twice a month,water_heater_tankless_No,spend_time_at_home_monday_Monday,Number_of_Digital_Thermostats__c,residents_6_to_12,programmable_thermostat_currently_programmed_No,pv_system_own_No,spend_time_at_home_friday_Friday,appliance_blender_daily basis,tablet_own_No,blinds_summer_Most days,appliance_blender_once or twice a week,total_annual_income_$75-000 - $99-999,Skylights__c,clotheswasher_number,tablet_own_Yes,dishwasher_number,electric_waterheater_number,blinds_summer_Rarely or never,residents_25_to_34,appliance_toaster_rarely,heating_plugin_space_heater_Plug-in space heaters,spend_time_at_home_thursday_Thursday,appliance_electric_lawn_once or twice a week,pv_system_own_Yes,appliance_iron_once or twice a week,Type_of_Home__c_Single-Family,spend_time_at_home_tuesday_Tuesday,appliance_electric_tools_once or twice a week,hvac_twoway_heat_pump_Heat Pump,cooking_weekdays_times_None,change_ac_filters_At least once every month,heating_electric_heat_pump_Electric heat pump,Number_of_Electric_Space_Heaters__c,appliance_pond_garden_pump_daily basis,Number_of_Central_AC_Systems__c,appliance_hairdryer_once or twice a month,spend_time_at_home_wednesday_Wednesday,thermostat_settings_Our preferences vary 1-2 degrees Fahrenheit,Front_Door_Orientation__c_NE,appliance_iron_daily basis,large_powertools_number,smartphone_own_Yes,appliance_pond_garden_pump_once or twice a week,Solar_Screening_Film_Sqft_E__c,ethnicity_caucasian_other_than_hispanic_or_latino_Caucasian,appliance_blender_several times a week,Type_of_Home__c_Town Home,Plumbing_Penetrations_Sealed__c,Foundation_Type__c_Slab,Type_of_Home__c_Apartment,appliance_toaster_once or twice a week,Solar_Screening_Film_Sqft_S__c,Solar_Screening_Film_Sqft_W__c,appliance_battery_charger_several times a week,modify_routines_No,Attic_Insulation_Secured__c,residents_older_65,appliance_iron_several times a week,appliance_fan_rarely,Front_Door_Orientation__c_SE,Solar_Screening_Film_Sqft_SW__c,appliance_fan_once or twice a week,cooking_weekends_times_None,Front_Door_Orientation__c_SW,total_annual_income_$300-000 - $1-000-000,appliance_fan_once or twice a month,heating_dont_know_I dont know,ethnicity_hispanic_or_latino_Hispanic,care_energy_cost_Yes,total_annual_income_$50-000 - $74-999,appliance_fan_several times a week,Foundation_Type__c_Pier and Beam,appliance_electric_tools_several times a week,Number_of_AC_Window_Units__c,smartphone_own_No,blinds_summer_Some days,appliance_toaster_once or twice a month,ethnicity_asian_pacific_islander_Asian/Pacific Islander,Number_of_Hydronic_Space_Heaters__c,Foundation_Type__c_Slab;Pier and Beam,swimming_pool_pump_number,hvac_window_ac_Window unit,appliance_battery_charger_once or twice a week,Solar_Screening_Film_Sqft_NE__c,Solar_Screening_Film_Sqft_NW__c,appliance_vacuum_daily basis,Solar_Screening_Film_Sqft_SE__c,Solar_Screening_Film_Sqft_N__c,total_annual_income_$35-000 - $49-999,ethnicity_native_american_alaska_native_Native American/Alaska Native,ethnicity_black_african_american_Black/African-American,Foundation_Type__c_Adiabatic Frame Floor,change_ac_filters_Every year or greater,hvac_dont_know_I dont know,appliance_vacuum_rarely,Front_Door_Orientation__c_NW,temperature_error,ozone_error,hvac_ductless,dew_point_error,humidity_error,visibility_error,apparent_temperature_error,pressure_error,wind_speed_error,cloud_cover_error,precip_intensity_error,residents_19_to_24,Number_of_Manual_Thermostats__c,heating_none,Number_of_Heat_Recovery_Systems__c,Number_of_Gas_Space_Heaters__c,Number_of_Wall_Furnaces__c,hvac_no_ac,hvac_geothermal_heat_pump
0.407447572,0.181307478,0.117414285,0.077030409,0.060903256,0.055153946,0.044821044,0.025102305,0.017938094,0.012388475,0.000493136,0.021051565,0.014488865,0.01067005,0.009922773,0.00953351,0.008813495,0.008275174,0.006840602,0.006389538,0.006342427,0.006137372,0.005627308,0.005143788,0.003594654,0.003450482,0.003300076,0.00326828,0.003262782,0.003196623,0.003194007,0.003044118,0.002945132,0.002540642,0.002423463,0.002358646,0.002295742,0.002269343,0.00220688,0.001974494,0.001919016,0.001823015,0.001778117,0.001720568,0.001625103,0.001568723,0.001407651,0.00140275,0.001318729,0.001309052,0.001287896,0.001161686,0.001123627,0.001117576,0.001117551,0.00105713,0.001034149,0.001017717,0.000992223,0.000969759,0.000962247,0.000930356,0.000928352,0.000927971,0.00091708,0.000875388,0.000873656,0.000868791,0.000850548,0.000850372,0.000838295,0.000837091,0.000826767,0.000810836,0.000767774,0.000760741,0.00075821,0.000746983,0.000731232,0.000724284,0.000713556,0.000708509,0.000700584,0.000693195,0.000689439,0.000683621,0.000683108,0.000672643,0.000667886,0.000654921,0.000650603,0.000618597,0.00061584,0.000606785,0.000606513,0.000599985,0.000599681,0.000597851,0.000588972,0.000587147,0.000583063,0.000562909,0.000561804,0.000560871,0.000556878,0.000555631,0.000547636,0.00053848,0.000535681,0.000534764,0.000534175,0.000529697,0.000528034,0.000526039,0.000514717,0.000513721,0.000513073,0.000511427,0.000508847,0.000508811,0.000506869,0.000500285,0.000498319,0.000484359,0.00048301,0.000482111,0.000479512,0.000479376,0.000472458,0.000469571,0.000469458,0.000464024,0.000450972,0.000442038,0.000432385,0.000418043,0.000412583,0.000405985,0.00040578,0.000403307,0.000402875,0.00040275,0.000400253,0.000398425,0.000379348,0.000377629,0.000370907,0.000365196,0.000360821,0.000355617,0.000353222,0.000346639,0.000345746,0.000340564,0.000327008,0.000326834,0.0003258,0.000318769,0.000316065,0.000314245,0.000313551,0.000311322,0.000310362,0.000309137,0.000301984,0.000301559,0.000295771,0.000295479,0.000290669,0.000286793,0.000285047,0.000283659,0.000279074,0.000278538,0.000276309,0.00027067,0.000269447,0.000267574,0.000261733,0.000258757,0.000254663,0.000248107,0.000243049,0.000242622,0.000235246,0.000232339,0.000231979,0.000230999,0.000223508,0.000223285,0.000215461,0.000204939,0.000198147,0.000196087,0.000195815,0.000183163,0.000170271,0.000169989,0.000164348,0.000163504,0.000162598,0.000162439,0.000160725,0.00015516,0.000151578,0.000147146,0.000142605,0.000138128,0.000130699,0.000128436,0.000126771,0.000126688,0.000125157,0.000123616,0.000114248,0.000110499,0.000101786,0.000100788,9.89E-05,9.52E-05,9.28E-05,9.24E-05,9.17E-05,8.74E-05,8.53E-05,7.14E-05,6.14E-05,4.34E-05,4.05E-05,3.96E-05,3.76E-05,3.57E-05,3.17E-05,3.02E-05,2.88E-05,2.23E-05,2.17E-05,2.06E-05,1.64E-05,3.43E-06,1.82E-06,1.72E-06,1.10E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
